Source,Target,counts,total_transaction_amount,Risk Index,Weight
CUST23255062,EXTERNAL278563,1,16496,0.3,4948.8
CUST23333059,EXTERNAL106457,1,8,0.6,4.8
CUST23353403,CUST53103922,1,775,0.3,232.5
CUST23380490,CUST97452978,1,470,0.3,141
CUST23380490,EXTERNAL663746,1,1036,0.3,310.8
CUST23466844,CUST48804147,1,32686,0.3,9805.8
CUST23467943,CUST25100749,1,116,0.3,34.8
CUST23528275,EXTERNAL373224,1,60,0.3,18
CUST23646926,CUST39791936,1,744,0.6,446.4
CUST23650072,CUST32838242,1,761,0.6,456.6
CUST23671542,CUST45674350,1,537.5,1,537.5
CUST23671542,EXTERNAL578013,1,31140,0.3,9342
CUST23711723,CUST63295449,1,56,0.6,33.6
CUST23711723,CUST79978908,1,1784.5,0.6,1070.7
CUST23727364,CUST45674350,1,3357,1,3357
CUST23741571,CUST16387074,1,615,0.3,184.5
CUST23763584,CUST83970800,1,165,0.3,49.5
CUST23846978,CUST87004445,1,1390,0.3,417
CUST23861323,CUST44710962,1,100,0.6,60
CUST23922518,CUST53185470,1,116,0.3,34.8
CUST23971533,CUST28984415,1,420,0.3,126
CUST24149819,CUST17683705,1,1746.5,0.6,1047.9
CUST24149819,CUST22437912,1,1134,0.6,680.4
CUST24149819,CUST64735672,1,7234,0.6,4340.4
CUST24149819,CUST89141759,1,2865,0.6,1719
CUST24149819,EXTERNAL555966,1,7906.5,0.6,4743.9
CUST24247100,EXTERNAL107261,1,642,0.6,385.2
CUST24277940,CUST78554577,1,16,0.3,4.8
CUST24296444,CUST88642961,1,2755,0.6,1653
CUST24296444,CUST88896584,1,2482,0.6,1489.2
CUST24300462,CUST26484854,1,10306,0.3,3091.8
CUST24300462,CUST97452978,1,402,0.3,120.6
CUST24300462,EXTERNAL121934,1,17054,0.3,5116.2
CUST24300462,EXTERNAL867328,1,3509.5,0.3,1052.85
CUST24310681,CUST19063742,1,1338,0.3,401.4
CUST24310681,CUST23287205,1,9520,0.3,2856
CUST24310681,CUST40682551,1,3464,0.3,1039.2
CUST24310681,EXTERNAL269204,1,8788.5,0.3,2636.55
CUST24310681,EXTERNAL863144,1,44910,0.3,13473
CUST24401026,CUST88355131,1,1035,0.3,310.5
CUST24401026,EXTERNAL439731,1,565,0.3,169.5
CUST24429868,EXTERNAL364167,1,36.5,0.6,21.9
CUST24455877,CUST49561640,1,1366,0.6,819.6
CUST24458617,CUST84769011,1,915,0.3,274.5
CUST24460185,CUST78803542,1,869,0.3,260.7
CUST24468153,CUST44533046,1,29504,0.6,17702.4
CUST24468153,EXTERNAL519559,1,1114.5,0.6,668.7
CUST24468153,EXTERNAL637432,1,29492,0.6,17695.2
CUST24476314,CUST19764961,1,190,0.3,57
CUST24500873,EXTERNAL666210,1,338,0.3,101.4
CUST24606216,CUST61821443,1,9.5,0.3,2.85
CUST24644449,CUST94918950,1,9338.5,0.6,5603.1
CUST24664513,EXTERNAL985690,1,1074.5,0.3,322.35
CUST24675376,CUST49561640,1,453,0.6,271.8
CUST24682604,CUST32417932,1,1970,0.3,591
CUST24692887,CUST63505111,1,1740,0.3,522
CUST24696986,EXTERNAL300472,1,60,0.6,36
CUST24780314,CUST93300931,1,2819,0.6,1691.4
CUST24782428,CUST44605894,1,28,0.3,8.4
CUST24786329,CUST37497310,1,3103,0.6,1861.8
CUST24878720,CUST10071060,1,8499,0.6,5099.4
CUST24878720,CUST92537028,1,965,0.6,579
CUST24889770,CUST37136321,1,932,0.3,279.6
CUST24889770,CUST52971160,1,27,0.3,8.1
CUST24889770,CUST90382050,1,560,0.3,168
CUST24889770,EXTERNAL717927,1,30,0.3,9
CUST24889770,EXTERNAL775264,1,6333,0.3,1899.9
CUST24895349,CUST64222586,1,6600,0.3,1980
CUST24923823,CUST67674464,1,370,0.3,111
CUST24948072,CUST60056259,1,991,0.6,594.6
CUST24948072,EXTERNAL587551,1,10506,0.6,6303.6
CUST24948072,EXTERNAL723075,1,3848,0.6,2308.8
CUST24952060,CUST60056259,1,899,0.6,539.4
CUST24968076,CUST51555596,1,91,0.3,27.3
CUST25024794,CUST72239801,1,1792,0.3,537.6
CUST25062226,CUST55614695,1,305,0.3,91.5
CUST25067208,CUST77258732,1,75.5,0.3,22.65
CUST25089918,CUST47437733,1,545,0.3,163.5
CUST25216525,CUST79393249,1,2742,0.3,822.6
CUST25216525,CUST80250243,1,9922,0.3,2976.6
CUST25216525,EXTERNAL185435,1,542,0.3,162.6
CUST25246738,EXTERNAL656875,1,6817,0.3,2045.1
CUST25250550,CUST89733037,1,92,0.3,27.6
CUST25311316,CUST30914972,1,908,0.3,272.4
CUST25352456,EXTERNAL428419,1,1040,0.6,624
CUST25366782,CUST83970800,1,78,0.3,23.4
CUST25449222,CUST18010577,1,178,0.6,106.8
CUST25476094,CUST49698802,1,66,0.6,39.6
CUST25476094,EXTERNAL163718,1,716,0.6,429.6
CUST25476094,EXTERNAL288338,1,24420,0.6,14652
CUST25476094,EXTERNAL567830,1,469.5,0.6,281.7
CUST25532779,EXTERNAL419172,1,2,0.3,0.6
CUST25543087,CUST23501713,1,1210,0.3,363
CUST25620590,CUST88642961,1,480,0.6,288
CUST25730765,CUST11563228,1,5477,0.6,3286.2
CUST25730765,CUST17963864,1,1162,0.6,697.2
CUST25730765,EXTERNAL288876,1,6660,0.6,3996
CUST25730765,EXTERNAL798057,1,3834,0.6,2300.4
CUST25751086,CUST61292060,1,177,0.3,53.1
CUST25780441,CUST80923417,1,280,0.3,84
CUST25851177,CUST73199995,1,25,0.6,15
CUST25859776,CUST54719910,1,746,0.6,447.6
CUST25862283,CUST37136321,1,692,0.3,207.6
CUST25880537,CUST95701952,1,10.5,0.3,3.15
CUST26092502,EXTERNAL800073,1,34,0.3,10.2
CUST26105876,EXTERNAL531933,1,119,0.6,71.4
CUST26216871,CUST68149146,1,252,0.3,75.6
CUST26216871,EXTERNAL795706,1,15545,0.3,4663.5
CUST26268414,EXTERNAL934630,1,30,0.6,18
CUST26314394,CUST94696465,1,568,0.6,340.8
CUST26324832,CUST18851796,1,106,0.6,63.6
CUST26325675,CUST14969462,1,280,0.3,84
CUST26325675,CUST16194005,1,1926.5,0.3,577.95
CUST26325675,CUST32715443,1,1326,0.3,397.8
CUST26325675,EXTERNAL846771,1,1243,0.3,372.9
CUST26338008,EXTERNAL688930,1,39,0.3,11.7
CUST26372737,CUST35475939,1,540.5,0.3,162.15
CUST26431770,CUST32838242,1,90,0.6,54
CUST26572850,EXTERNAL184646,1,1085,0.3,325.5
CUST26600312,EXTERNAL515619,1,25,0.3,7.5
CUST26687060,CUST48233698,1,203.5,0.3,61.05
CUST26691540,CUST71482189,1,1050,0.3,315
CUST26725560,CUST79138251,1,2677,0.3,803.1
CUST26726898,EXTERNAL780867,1,3.5,0.3,1.05
CUST26747026,CUST13022889,1,1,0.3,0.3
CUST26756515,CUST11546110,1,225,0.3,67.5
CUST26843031,EXTERNAL251130,1,316.5,0.3,94.95
CUST26886462,CUST98262263,1,2044,0.3,613.2
CUST26886462,EXTERNAL178145,1,1362,0.3,408.6
CUST26886462,EXTERNAL660609,1,40719,0.3,12215.7
CUST26958534,CUST89141759,1,482,0.6,289.2
CUST26989016,EXTERNAL106457,1,550,0.6,330
CUST27058198,CUST19683263,1,1280,0.6,768
CUST27058198,CUST40703038,1,1365,0.6,819
CUST27084714,CUST81232964,1,1746,0.6,1047.6
CUST27117211,EXTERNAL806954,1,75,0.3,22.5
CUST27152638,CUST81265791,1,130,0.3,39
CUST27179349,CUST30914972,1,686,0.3,205.8
CUST27182079,CUST43421234,1,1841.5,0.3,552.45
CUST27269092,CUST35850267,1,900,0.3,270
CUST27269092,EXTERNAL807295,1,1831,0.3,549.3
CUST27280148,CUST86422958,1,4335,0.6,2601
CUST27429161,CUST20406227,1,10,0.6,6
CUST27451723,CUST31937466,1,8,0.3,2.4
CUST27556028,CUST69837875,1,601,0.3,180.3
CUST27607362,CUST50071501,1,45,0.3,13.5
CUST27663469,EXTERNAL688930,1,568.5,0.3,170.55
CUST27749109,EXTERNAL957293,1,150,0.6,90
CUST27758588,EXTERNAL971883,1,8422.5,0.3,2526.75
CUST27771787,CUST20406227,1,3260,0.6,1956
CUST27771787,CUST81619342,1,8921,0.6,5352.6
CUST27771787,EXTERNAL316434,1,2401,0.6,1440.6
CUST27885953,CUST81139349,1,104,0.3,31.2
CUST27895329,EXTERNAL801218,1,127.5,0.3,38.25
CUST27967009,EXTERNAL775264,1,11790,0.3,3537
CUST28042987,CUST32007618,1,62,0.3,18.6
CUST28097648,CUST96702713,1,9498,0.3,2849.4
CUST28125890,CUST39813987,1,2282,0.3,684.6
CUST28125890,CUST84769011,1,12122.5,0.3,3636.75
CUST28125890,EXTERNAL439731,1,45866.5,0.3,13759.95
CUST28125890,EXTERNAL466863,1,1222,0.3,366.6
CUST28146540,CUST62878936,1,262,0.3,78.6
CUST28153787,CUST78381392,1,380,0.3,114
CUST28198614,CUST61629987,1,6684.5,0.3,2005.35
CUST28198614,CUST74685436,1,2652,0.3,795.6
CUST28198614,CUST86307848,1,3279,0.3,983.7
CUST28198614,EXTERNAL359693,1,620,0.3,186
CUST28198614,EXTERNAL958644,1,4532,0.3,1359.6
CUST28198614,EXTERNAL994643,1,30225,0.3,9067.5
CUST28198763,CUST89582940,1,95,0.6,57
CUST28295610,CUST21302276,1,261,0.3,78.3
CUST28295610,CUST38566003,1,329.5,0.3,98.85
CUST28295610,CUST45674350,2,2664,1,2664
CUST28295610,CUST88755324,1,614.5,0.3,184.35
CUST28295610,EXTERNAL251130,1,477,0.3,143.1
CUST28295610,EXTERNAL315787,1,812,0.3,243.6
CUST28316951,CUST61292060,1,434,0.3,130.2
CUST28325236,CUST88642961,1,315,0.6,189
CUST28375229,CUST44777016,1,2289,0.3,686.7
CUST28376460,CUST54490370,1,1656.5,0.3,496.95
CUST28434211,CUST20406227,1,4004.5,0.6,2402.7
CUST28434211,CUST77604888,1,1120,0.6,672
CUST28434211,EXTERNAL507461,1,108.5,0.6,65.1
CUST28448041,CUST88642961,1,436,0.6,261.6
CUST28500829,CUST78445149,1,16,0.3,4.8
CUST28552151,CUST68555173,1,261,0.3,78.3
CUST28612234,CUST73457399,1,494,0.3,148.2
CUST28637064,CUST53185470,1,215,0.3,64.5
CUST28664180,CUST39648535,1,3370.5,0.3,1011.15
CUST28688963,CUST68297791,1,2620,0.3,786
CUST28719653,CUST63505111,1,1330,0.3,399
CUST28799196,CUST41672493,1,1000,0.3,300
CUST28855796,CUST48935248,1,314,0.3,94.2
CUST28889884,CUST29679797,1,2585,0.6,1551
CUST28889884,CUST31299272,1,3189,0.6,1913.4
CUST28944542,CUST13022889,1,9419.5,0.3,2825.85
CUST28962907,CUST12825907,1,66.5,0.3,19.95
CUST29042956,CUST24433165,1,3556.5,0.6,2133.9
CUST29067181,EXTERNAL688930,1,40,0.3,12
CUST29102812,CUST60309652,1,254,0.3,76.2
CUST29127725,CUST93669479,1,73.5,0.3,22.05
CUST29132006,CUST94577407,1,0,0.3,0
CUST29156003,CUST12586309,2,9977,0.3,2993.1
CUST29156003,CUST19357994,2,1187.3,0.3,356.19
CUST29156003,CUST68713233,1,6880,0.3,2064
CUST29173920,CUST64222586,1,40,0.3,12
CUST29181625,EXTERNAL364167,1,1312.5,0.6,787.5
CUST29205252,CUST68713233,1,55,0.3,16.5
CUST29386094,CUST78803542,1,2094,0.3,628.2
CUST29432176,CUST38098328,1,1100,0.6,660
CUST29440329,CUST63505111,1,234,0.3,70.2
CUST29516656,CUST98262263,1,561.5,0.3,168.45
CUST29520175,EXTERNAL117176,1,64.5,0.3,19.35
CUST29599066,CUST16194005,1,1590,0.3,477
CUST29599066,CUST70005385,1,1543,0.3,462.9
CUST29599066,CUST71949332,1,498,0.3,149.4
CUST29599066,CUST82211624,1,1931.5,0.3,579.45
CUST29599066,EXTERNAL359693,1,895,0.3,268.5
CUST29599066,EXTERNAL406603,1,1708,0.3,512.4
CUST29599066,EXTERNAL786905,1,94.5,0.3,28.35
CUST29641191,CUST12344389,1,370,0.3,111
CUST29656017,CUST39070172,1,95.5,0.3,28.65
CUST29731184,CUST51470945,1,69.5,0.3,20.85
CUST29792112,CUST91848246,1,313,0.3,93.9
CUST29879217,CUST88642961,1,4993.5,0.6,2996.1
CUST29879217,EXTERNAL604927,1,28,0.6,16.8
CUST29905091,CUST60941829,1,60,0.6,36
CUST29999330,CUST71949332,1,736,0.3,220.8
CUST29999330,EXTERNAL176667,1,68250,0.3,20475
CUST30006013,CUST81139349,1,1400,0.3,420
CUST30024402,CUST82059495,1,297,0.3,89.1
CUST30100945,CUST54642718,1,4598,0.3,1379.4
CUST30100945,EXTERNAL240563,1,13670,0.3,4101
CUST30100945,EXTERNAL277162,1,37,0.3,11.1
CUST30118522,EXTERNAL460425,1,3,0.6,1.8
CUST30118522,EXTERNAL529636,1,4,0.6,2.4
CUST30118522,EXTERNAL682343,1,4,0.6,2.4
CUST30211550,CUST63505111,1,1631.5,0.3,489.45
CUST30222372,CUST73800248,1,2020,0.3,606
CUST30271118,EXTERNAL368915,1,112,0.6,67.2
CUST30281584,CUST31917982,1,1181,0.6,708.6
CUST30281584,EXTERNAL588896,1,957,0.6,574.2
CUST30304525,CUST89124000,1,71,0.6,42.6
CUST30459916,EXTERNAL251130,1,195,0.3,58.5
CUST30480621,CUST80923417,1,34,0.3,10.2
CUST30490713,CUST18010577,1,485,0.6,291
CUST30490713,EXTERNAL948609,1,1488,0.6,892.8
CUST30611929,CUST29510428,1,3560,0.3,1068
CUST30611929,EXTERNAL491750,1,32170,0.3,9651
CUST30856735,CUST47433367,1,1155.5,0.3,346.65
CUST30856735,CUST81654004,1,1048,0.3,314.4
CUST30864341,CUST94687811,1,1741.5,0.3,522.45
CUST30890570,CUST67775829,1,2370,0.3,711
CUST30893462,CUST99163899,1,42.5,0.3,12.75
CUST31073257,EXTERNAL460425,1,3235,0.6,1941
CUST31082521,CUST93300931,1,52,0.6,31.2
CUST31161885,CUST59407582,1,96.5,0.3,28.95
CUST31179495,CUST75233380,1,252,0.6,151.2
CUST31299272,CUST39732579,1,3581.5,0.6,2148.9
CUST31299272,CUST72986894,1,210,0.6,126
CUST31299272,CUST78808399,1,7.5,0.6,4.5
CUST31299272,CUST99122642,1,274,0.6,164.4
CUST31299272,EXTERNAL107261,1,5044,0.6,3026.4
CUST31299272,EXTERNAL200353,1,9451,0.6,5670.6
CUST31299272,EXTERNAL301429,1,26,0.6,15.6
CUST31299272,EXTERNAL490710,1,58.5,0.6,35.1
CUST31299272,EXTERNAL824431,1,3,0.6,1.8
CUST31369552,CUST48127760,1,2094.5,0.3,628.35
CUST31369552,CUST97452978,1,400,0.3,120
CUST31369552,EXTERNAL707528,1,21136,0.3,6340.8
CUST31413445,CUST99654164,1,27515,0.3,8254.5
CUST31524085,CUST13944316,1,920,0.6,552
CUST31556474,CUST47437733,1,16,0.3,4.8
CUST31556474,EXTERNAL264549,1,10,0.3,3
CUST31652369,CUST16790830,1,2326,0.3,697.8
CUST31652369,CUST38711842,1,860,0.3,258
CUST31652369,CUST43824866,1,731,0.3,219.3
CUST31652369,CUST58116627,1,1400.5,0.3,420.15
CUST31652369,CUST82921884,1,11979.5,0.3,3593.85
CUST31652369,CUST88355131,1,1927,0.3,578.1
CUST31652369,EXTERNAL394941,1,981,0.3,294.3
CUST31652369,EXTERNAL439731,1,35335,0.3,10600.5
CUST31652369,EXTERNAL561193,1,60,0.3,18
CUST31683368,CUST90195396,1,3405,0.3,1021.5
CUST31692150,EXTERNAL718485,1,1394,0.3,418.2
CUST31700669,CUST53185470,1,401,0.3,120.3
CUST31701473,CUST93823788,1,1656,0.3,496.8
CUST31835783,CUST66327417,1,956.5,0.3,286.95
CUST31935611,CUST13944316,1,9,0.6,5.4
CUST32026895,CUST84709973,1,1052,0.6,631.2
CUST32027606,CUST54719910,1,605,0.6,363
CUST32098888,CUST49112623,1,184,0.3,55.2
CUST32170830,CUST50538854,1,1417,0.6,850.2
CUST32210239,CUST90921813,1,1387,0.3,416.1
CUST32254854,CUST78808399,1,10,0.6,6
CUST32254854,EXTERNAL576111,1,11138,0.6,6682.8
CUST32309453,CUST21530272,1,405.5,0.3,121.65
CUST32348352,CUST38966266,1,1072,0.3,321.6
CUST32349877,CUST19913725,1,506,0.3,151.8
CUST32349877,EXTERNAL390460,1,2392,0.3,717.6
CUST32371586,CUST60458062,1,170,0.6,102
CUST32399863,CUST90585792,1,100,0.3,30
CUST32417932,CUST12825907,1,516,0.3,154.8
CUST32417932,EXTERNAL637378,1,2030,0.3,609
CUST32417932,EXTERNAL995241,1,1922,0.3,576.6
CUST32515777,CUST44348689,1,134,0.3,40.2
CUST32533372,EXTERNAL201857,1,90,0.3,27
CUST32568124,EXTERNAL964124,1,54.5,0.3,16.35
CUST32579876,CUST29599066,1,56.5,0.3,16.95
CUST32614423,CUST28813703,1,2200,0.3,660
CUST32614423,CUST39813987,1,2216,0.3,664.8
CUST32614423,CUST89041790,1,1310,0.3,393
CUST32614423,EXTERNAL454168,1,6765,0.3,2029.5
CUST32641490,CUST78749858,1,52.5,0.3,15.75
CUST32645859,EXTERNAL968305,1,2,0.6,1.2
CUST32667166,CUST90227869,1,287,0.3,86.1
CUST32717756,CUST13567965,1,1960,0.3,588
CUST32717756,CUST25216525,1,10163,0.3,3048.9
CUST32717756,CUST37345704,1,4582,0.3,1374.6
CUST32717756,CUST72193210,1,7785,0.3,2335.5
CUST32717756,EXTERNAL373224,1,28780,0.3,8634
CUST32717756,EXTERNAL549644,1,7640,0.3,2292
CUST32773954,CUST70977942,1,334.5,1,334.5
CUST32830214,EXTERNAL239377,1,780,0.3,234
CUST32838242,CUST39791936,1,962,0.6,577.2
CUST32838242,CUST78842878,1,876,0.6,525.6
CUST32838242,CUST79785436,1,884.5,0.6,530.7
CUST32838242,CUST92537028,1,1160,0.6,696
CUST32838242,CUST92624149,1,204,0.6,122.4
CUST32838242,CUST96067227,1,311,0.6,186.6
CUST32838242,EXTERNAL102197,1,955,0.6,573
CUST32838242,EXTERNAL538368,1,310,0.6,186
CUST32838242,EXTERNAL543136,1,100,0.6,60
CUST32838242,EXTERNAL968305,1,605,0.6,363
CUST32893802,EXTERNAL566696,1,70,0.3,21
CUST32902928,CUST45674350,1,4295,1,4295
CUST32902928,CUST48227096,1,2128.5,0.3,638.55
CUST32944238,CUST25210192,1,1069,0.6,641.4
CUST32963438,EXTERNAL682343,1,342,0.6,205.2
CUST33059790,CUST18002290,1,600,1,600
CUST33059790,CUST21069318,1,256,1,256
CUST33059790,CUST35475939,1,11200,1,11200
CUST33059790,CUST43062000,1,2380.5,1,2380.5
CUST33059790,CUST99163899,1,12981.5,1,12981.5
CUST33059790,EXTERNAL201857,1,2192,1,2192
CUST33059790,EXTERNAL590333,1,2420,1,2420
CUST33059790,EXTERNAL931050,1,54,1,54
CUST33097384,CUST39070172,1,117,0.3,35.1
CUST33097384,EXTERNAL971883,1,7350,0.3,2205
CUST33109762,EXTERNAL659042,1,426,0.3,127.8
CUST33174501,EXTERNAL682343,1,303,0.6,181.8
CUST33174501,EXTERNAL765047,1,5475,0.6,3285
CUST33183592,CUST19988152,1,10676.5,0.3,3202.95
CUST33187681,CUST38043470,1,1079,0.6,647.4
CUST33187681,CUST73152107,1,1276.5,0.6,765.9
CUST33235910,CUST80174234,1,551.5,1,551.5
CUST33342203,CUST47761322,1,1473.5,0.3,442.05
CUST33442800,EXTERNAL682343,1,320,0.6,192
CUST33444777,CUST17997346,1,213,0.3,63.9
CUST33448786,CUST23501713,1,1132,0.3,339.6
CUST33495871,EXTERNAL688930,1,749,0.3,224.7
CUST33548006,CUST49389828,1,633.5,0.6,380.1
CUST33588389,CUST64222586,1,2930,0.3,879
CUST33707167,EXTERNAL743527,1,3026,0.3,907.8
CUST33717098,EXTERNAL846771,1,437,0.3,131.1
CUST33776955,CUST82211624,1,40,0.3,12
CUST33780968,CUST73937732,1,287,0.3,86.1
CUST33927908,EXTERNAL531250,1,60,0.3,18
CUST33943173,CUST84769011,1,224.5,0.3,67.35
CUST34085938,CUST12344389,1,960,0.3,288
CUST34085938,EXTERNAL515619,1,994,0.3,298.2
CUST34090647,CUST51470945,1,112,0.3,33.6
CUST34106731,CUST69473096,1,1219.5,0.3,365.85
CUST34208206,EXTERNAL235410,1,509,0.3,152.7
CUST34208206,EXTERNAL735155,1,10315,0.3,3094.5
CUST34251561,CUST28201600,1,185,0.6,111
CUST34251561,EXTERNAL451289,1,54,0.6,32.4
CUST34322603,CUST28564744,1,156,0.3,46.8
CUST34340873,EXTERNAL688930,1,66.5,0.3,19.95
CUST34399353,CUST53185470,1,380,0.3,114
CUST34500315,CUST94577407,1,194,0.3,58.2
CUST34500754,EXTERNAL566696,1,94,0.3,28.2
CUST34572651,CUST94687811,1,36,0.3,10.8
CUST34603310,CUST89141759,1,290,0.6,174
CUST34742368,CUST21436537,1,47,0.3,14.1
CUST34742368,EXTERNAL926322,1,3110,0.3,933
CUST34749969,EXTERNAL268698,1,490,0.3,147
CUST34809317,EXTERNAL846771,1,268,0.3,80.4
CUST34881972,CUST28201600,1,146,0.6,87.6
CUST34881972,EXTERNAL623894,1,1435,0.6,861
CUST34886476,CUST99281574,1,2701.5,0.3,810.45
CUST34951003,CUST80405866,1,1240,0.6,744
CUST34991670,CUST11652307,1,920,0.6,552
CUST34994213,CUST84709973,1,290,0.6,174
CUST35070575,EXTERNAL282363,1,4161.5,0.3,1248.45
CUST35070575,EXTERNAL443914,1,111,0.3,33.3
CUST35148823,CUST50810697,1,100,0.3,30
CUST35367717,EXTERNAL506938,1,160,0.3,48
CUST35400364,EXTERNAL682343,1,508,0.6,304.8
CUST35406062,CUST20406227,1,236,0.6,141.6
CUST35472439,CUST54606598,1,178,0.6,106.8
CUST35475939,EXTERNAL185435,1,676.5,0.3,202.95
CUST35475939,EXTERNAL311325,1,840,0.3,252
CUST35495247,CUST28715805,1,1043,0.3,312.9
CUST35495247,CUST32283109,1,3540,0.3,1062
CUST35495247,CUST36405209,1,11027,0.3,3308.1
CUST35495247,CUST98167837,1,2091,0.3,627.3
CUST35499587,CUST61709557,1,1642,0.3,492.6
CUST35516922,CUST73800248,1,3289,0.3,986.7
CUST35581968,EXTERNAL964124,1,509,0.3,152.7
CUST35618354,CUST12431824,1,1103,0.3,330.9
CUST35618354,CUST98049381,1,2931,0.3,879.3
CUST35618354,EXTERNAL136560,1,1120,0.3,336
CUST35618354,EXTERNAL800073,1,1275,0.3,382.5
CUST35630323,CUST47469087,1,1712.5,0.3,513.75
CUST35730412,CUST25697455,1,17,0.6,10.2
CUST35750563,CUST82211624,1,3234,0.3,970.2
CUST35839985,CUST31290969,1,2590,0.3,777
CUST35839985,EXTERNAL832944,1,3696,0.3,1108.8
CUST35842264,CUST78554577,1,9,0.3,2.7
CUST35864627,CUST83124299,1,196.5,0.3,58.95
CUST35875963,CUST44140193,1,82,0.3,24.6
CUST35875963,CUST73707963,1,1221,0.6,732.6
CUST35875963,EXTERNAL303366,2,3188,0.3,956.4
CUST35875963,EXTERNAL531250,1,71,0.3,21.3
CUST35879380,CUST39791936,1,1442,0.6,865.2
CUST36053838,CUST28411970,1,597,0.3,179.1
CUST36075191,EXTERNAL474208,1,2045,0.3,613.5
CUST36087772,CUST69473096,1,947,0.3,284.1
CUST36161145,CUST20442883,1,193,0.3,57.9
CUST36175302,CUST32419908,1,425,0.6,255
CUST36217776,CUST32007618,1,0,0.3,0
CUST36230428,CUST29607910,1,13,0.3,3.9
CUST36252074,CUST92624149,1,115.5,0.6,69.3
CUST36252074,EXTERNAL678785,1,1088,0.6,652.8
CUST36265728,EXTERNAL968305,1,1940,0.6,1164
CUST36337424,CUST97617768,1,42.5,0.3,12.75
CUST36419645,EXTERNAL907939,1,0,0.3,0
CUST36488998,CUST13022889,1,100,0.3,30
CUST36504145,EXTERNAL323214,1,55,0.3,16.5
CUST36508320,CUST30140369,1,987,0.3,296.1
CUST36508320,CUST64046569,1,1184,0.3,355.2
CUST36508320,EXTERNAL585317,1,2240,0.3,672
CUST36648463,CUST31203996,1,578.5,0.3,173.55
CUST36672855,EXTERNAL345251,1,2658,0.3,797.4
CUST36672855,EXTERNAL791420,1,5103,0.3,1530.9
CUST36687448,CUST18010577,1,1655,0.6,993
CUST36687448,CUST89938830,1,1657,0.6,994.2
CUST36687448,EXTERNAL531933,1,976,0.6,585.6
CUST36695430,CUST77188529,1,486.5,0.3,145.95
CUST36704314,CUST56743935,1,2247.5,0.3,674.25
CUST36778988,CUST24539383,1,5580,0.3,1674
CUST36798866,CUST18010577,1,1242,0.6,745.2
CUST36798866,CUST73800248,1,2695,0.3,808.5
CUST36803709,CUST22498420,1,2670,0.3,801
CUST36803709,CUST38619845,2,6527,0.3,1958.1
CUST36803709,EXTERNAL351987,1,1018,0.3,305.4
CUST36965332,CUST89183795,1,5,0.6,3
CUST36965332,CUST96250297,1,1645,0.6,987
CUST36965332,EXTERNAL734569,1,3512,0.6,2107.2
CUST36965332,EXTERNAL957293,1,1751,0.6,1050.6
CUST36965332,EXTERNAL973812,1,6484,0.6,3890.4
CUST37046029,CUST95472175,1,5189,0.6,3113.4
CUST37077394,CUST93300931,1,10,0.6,6
CUST37270380,CUST12586309,1,30,0.3,9
CUST37295658,CUST31203996,1,760,0.3,228
CUST37396641,CUST57288936,1,1,0.6,0.6
CUST37405890,CUST11025700,1,539,0.3,161.7
CUST37497310,CUST55578131,1,8398,0.6,5038.8
CUST37497310,CUST75233380,1,3203,0.6,1921.8
CUST37532199,CUST41966919,1,1525,0.3,457.5
CUST37622979,CUST43925592,1,12304,0.3,3691.2
CUST37622979,EXTERNAL453310,1,6102.5,0.3,1830.75
CUST37650141,CUST26950259,1,9328.5,0.3,2798.55
CUST37650141,CUST91933282,1,1354,0.3,406.2
CUST37650141,EXTERNAL543211,1,1555,0.3,466.5
CUST37650141,EXTERNAL561193,1,59.5,0.3,17.85
CUST37683330,CUST32283109,1,2,0.3,0.6
CUST37729812,CUST18385502,1,1630,0.3,489
CUST37729812,EXTERNAL131745,1,21870,0.3,6561
CUST37738542,CUST73199995,1,10,0.6,6
CUST37766304,CUST36687448,1,1362,0.6,817.2
CUST37884490,CUST15503361,1,3502,0.3,1050.6
CUST37892143,EXTERNAL846771,1,60,0.3,18
CUST37896362,CUST97404838,1,22,0.6,13.2
CUST37909858,CUST90480699,1,1560,0.3,468
CUST37994869,EXTERNAL428419,1,1275,0.6,765
CUST38005159,CUST92733696,1,4082,0.6,2449.2
CUST38050929,CUST80669678,1,390,0.6,234
CUST38052134,CUST93157710,1,104,0.6,62.4
CUST38052134,EXTERNAL913947,1,5900,0.6,3540
CUST38110854,CUST73199995,1,629,0.6,377.4
CUST38131074,CUST23171841,1,2775,0.6,1665
CUST38131074,CUST48233698,1,202,0.3,60.6
CUST38131074,CUST50437840,1,26,0.6,15.6
CUST38131074,CUST94918950,1,39323,0.3,11796.9
CUST38131074,CUST96869815,1,330.5,0.6,198.3
CUST38131074,EXTERNAL492710,1,217,0.6,130.2
CUST38131074,EXTERNAL524961,1,76,0.6,45.6
CUST38131074,EXTERNAL544325,1,29.5,0.6,17.7
CUST38131074,EXTERNAL874504,1,8741.5,0.3,2622.45
CUST38183433,CUST17997346,1,352,0.3,105.6
CUST38184025,EXTERNAL439731,1,60,0.3,18
CUST38202431,CUST13944316,1,455,0.6,273
CUST38227557,CUST31299272,1,0,0.6,0
CUST38249804,CUST12586309,1,371,0.3,111.3
CUST38363902,EXTERNAL347878,1,350,0.3,105
CUST38366771,CUST71482189,1,763,0.3,228.9
CUST38372521,CUST23501713,1,1126,0.3,337.8
CUST38379014,CUST24564765,1,386,0.3,115.8
