Source,Target,counts,Amount,Risk Index,Weight
EXTERNAL305437,CUST67094114,1,901.5,0.3,270.45
CUST27269092,CUST35850267,1,900,0.3,270
CUST45674350,EXTERNAL172924,2,900,1,900
CUST54190462,EXTERNAL196527,1,900,0.3,270
EXTERNAL555696,CUST37136321,1,900,0.3,270
CUST97051862,CUST64222586,1,896.5,0.3,268.95
EXTERNAL394647,CUST19764961,1,896,0.3,268.8
CUST29599066,EXTERNAL359693,1,895,0.3,268.5
EXTERNAL723894,CUST31290969,1,894,0.3,268.2
EXTERNAL790701,CUST35358831,1,893,0.3,267.9
EXTERNAL178940,CUST11546110,1,892.5,0.3,267.75
CUST50304144,CUST90195396,1,892,0.3,267.6
CUST73707963,CUST35850267,1,891.5,0.6,534.9
CUST96879946,CUST85893508,1,889,0.3,266.7
EXTERNAL787106,CUST33118710,1,888,0.3,266.4
EXTERNAL971829,CUST38966266,1,888,0.3,266.4
CUST66569711,CUST77258732,1,887,0.3,266.1
CUST85585402,EXTERNAL637523,1,887,0.3,266.1
EXTERNAL600611,CUST41966919,1,886.5,0.3,265.95
EXTERNAL640862,CUST52749929,1,886,0.3,265.8
EXTERNAL812977,CUST19045186,1,884,0.3,265.2
CUST88588882,CUST53185470,1,882.5,0.3,264.75
EXTERNAL472634,CUST47469087,1,880.5,0.3,264.15
EXTERNAL158927,CUST87779877,1,880,0.3,264
EXTERNAL760293,CUST22498420,1,877,0.3,263.1
CUST69069935,CUST64222586,1,876,0.3,262.8
CUST11007044,CUST18385502,1,873,0.3,261.9
CUST72614340,CUST98184225,1,872.5,0.3,261.75
EXTERNAL935072,CUST14421422,1,872,0.3,261.6
EXTERNAL986148,CUST73707963,1,869.5,0.6,521.7
CUST24460185,CUST78803542,1,869,0.3,260.7
CUST89137381,CUST22695181,1,868,0.3,260.4
EXTERNAL442341,CUST69837875,1,868,0.3,260.4
EXTERNAL829197,CUST47469087,1,868,0.3,260.4
CUST59525434,CUST35850267,1,866,0.3,259.8
CUST79067022,EXTERNAL897509,1,866,0.3,259.8
EXTERNAL625340,CUST26958534,1,866,0.3,259.8
CUST70733825,CUST31937466,1,861,0.3,258.3
CUST31652369,CUST38711842,1,860,0.3,258
CUST73707963,EXTERNAL196527,1,857,0.6,514.2
EXTERNAL650442,CUST43422083,1,854.5,0.3,256.35
EXTERNAL637769,CUST26958534,1,854,0.3,256.2
EXTERNAL496159,CUST47110564,1,853,0.3,255.9
EXTERNAL522368,CUST90227869,1,851.5,0.3,255.45
EXTERNAL319662,CUST26141961,1,850,0.3,255
EXTERNAL869396,CUST18385502,1,849,0.3,254.7
EXTERNAL998053,CUST71686100,1,848,0.3,254.4
CUST44348689,CUST30140369,1,846,0.3,253.8
EXTERNAL611751,CUST32283109,1,842,0.3,252.6
CUST35475939,EXTERNAL311325,1,840,0.3,252
CUST54519908,CUST93823788,1,840,0.3,252
EXTERNAL916453,CUST22498420,1,840,0.3,252
CUST19045186,CUST98184225,1,838,0.3,251.4
CUST91358635,CUST85893508,1,836,0.3,250.8
EXTERNAL270439,CUST18385502,1,835,0.3,250.5
CUST87838931,CUST55050625,1,830,0.3,249
EXTERNAL826502,CUST73707963,1,828,0.6,496.8
EXTERNAL651858,CUST87004445,1,826,0.3,247.8
CUST85183142,CUST18385502,1,825.5,0.3,247.65
EXTERNAL798251,CUST29156003,1,825,0.3,247.5
EXTERNAL698122,CUST58116627,1,824,0.3,247.2
CUST75815916,CUST24889770,1,823,0.3,246.9
EXTERNAL570151,CUST31203996,1,822.5,0.3,246.75
CUST81163173,EXTERNAL995241,1,822,0.3,246.6
CUST22400846,CUST23501713,1,820,0.3,246
CUST75567146,EXTERNAL566696,1,820,0.3,246
CUST19791581,CUST28899102,1,815,0.3,244.5
CUST22498420,EXTERNAL688930,1,814,0.3,244.2
CUST28295610,EXTERNAL315787,1,812,0.3,243.6
CUST69726001,CUST99654164,1,810,0.3,243
CUST97021924,CUST88355131,1,810,0.3,243
EXTERNAL106457,CUST19791581,1,810,0.3,243
EXTERNAL692107,CUST67882150,1,807,0.3,242.1
CUST55524461,CUST69895799,1,806,0.3,241.8
CUST43783621,CUST88436666,1,801,0.3,240.3
CUST44666992,CUST82211624,1,800,0.3,240
CUST62880290,EXTERNAL359693,1,800,0.3,240
CUST99163899,CUST80429850,1,800,0.3,240
CUST65910095,CUST13316799,1,795,0.3,238.5
CUST62031176,CUST47437733,1,793.5,0.3,238.05
EXTERNAL232088,CUST43422083,1,791.5,0.3,237.45
CUST21204003,CUST59652158,1,790,0.3,237
CUST47437733,CUST50338284,1,790,0.3,237
EXTERNAL114842,CUST28453984,1,790,0.3,237
EXTERNAL196816,CUST52515201,1,785,0.3,235.5
EXTERNAL565383,CUST23501713,1,785,0.3,235.5
CUST22498420,CUST61821443,1,784,0.3,235.2
EXTERNAL442222,CUST33059790,1,782,1,782
CUST63289826,EXTERNAL251130,1,780.5,0.3,234.15
CUST32830214,EXTERNAL239377,1,780,0.3,234
CUST93309015,EXTERNAL303366,1,779,0.3,233.7
CUST15971945,CUST61709557,1,778.5,0.3,233.55
CUST23353403,CUST53103922,1,775,0.3,232.5
CUST43383307,EXTERNAL462083,1,772.5,0.3,231.75
CUST51492038,CUST94687811,1,770,0.3,231
CUST89726776,CUST92872028,1,766,0.3,229.8
EXTERNAL146365,CUST88355131,1,766,0.3,229.8
CUST38366771,CUST71482189,1,763,0.3,228.9
CUST83179230,CUST47437733,1,762,0.3,228.6
CUST37295658,CUST31203996,1,760,0.3,228
CUST67276449,CUST29607910,1,760,0.3,228
CUST69538539,CUST82211624,1,759,0.3,227.7
EXTERNAL200966,CUST90635566,1,758,0.3,227.4
EXTERNAL177793,CUST77188529,1,756,0.3,226.8
CUST84603627,EXTERNAL235410,1,754,0.3,226.2
CUST10198185,CUST21530272,1,753,0.3,225.9
CUST98938445,CUST28074411,1,753,0.3,225.9
CUST33495871,EXTERNAL688930,1,749,0.3,224.7
CUST68038453,EXTERNAL806954,1,748,0.3,224.4
EXTERNAL450470,CUST67094114,1,748,0.3,224.4
CUST17214382,EXTERNAL646318,1,745,0.3,223.5
CUST85270958,EXTERNAL733654,1,741,0.3,222.3
EXTERNAL224997,CUST61709557,1,740,0.3,222
CUST29999330,CUST71949332,1,736,0.3,220.8
CUST76396847,CUST50071501,1,736,0.3,220.8
CUST81064890,CUST47437733,1,736,0.3,220.8
CUST50778812,CUST28899102,1,735,0.3,220.5
CUST88460044,CUST68297791,1,734,0.3,220.2
EXTERNAL345703,CUST28453984,1,733,0.3,219.9
CUST23025688,CUST67094114,1,732,0.3,219.6
CUST31652369,CUST43824866,1,731,0.3,219.3
CUST64870415,CUST88355131,1,731,0.3,219.3
EXTERNAL885204,CUST39648535,1,730,0.3,219
EXTERNAL947539,CUST76399763,1,730,0.3,219
CUST94786792,CUST31937466,1,729,0.3,218.7
CUST60645472,CUST17796980,1,726,0.3,217.8
CUST52084911,EXTERNAL688930,1,725,0.3,217.5
EXTERNAL970707,CUST60309652,1,724,0.3,217.2
EXTERNAL448706,CUST28899102,1,721.5,0.3,216.45
EXTERNAL409515,CUST48804147,1,719.5,0.3,215.85
CUST91615836,EXTERNAL235410,1,718,0.3,215.4
CUST47437733,CUST34478095,1,717,0.3,215.1
CUST85551674,CUST92872028,1,717,0.3,215.1
EXTERNAL719602,CUST49547303,1,716,0.3,214.8
CUST47035199,CUST60452458,1,715.5,0.3,214.65
CUST92294792,CUST50875210,1,714,0.3,214.2
EXTERNAL177429,CUST67674464,1,713,0.3,213.9
CUST85941046,CUST74327086,1,711.5,0.3,213.45
CUST58193150,CUST17871991,1,711,0.3,213.3
CUST15679976,CUST94687811,1,710.5,0.3,213.15
EXTERNAL220669,CUST21436537,1,708,0.3,212.4
CUST12971569,CUST38922213,1,706,0.3,211.8
EXTERNAL461052,CUST43421234,1,704,0.3,211.2
CUST40522575,CUST78803542,1,702,0.3,210.6
EXTERNAL503255,CUST45715683,1,702,0.3,210.6
CUST19045186,CUST23771869,1,700,0.3,210
CUST67679078,CUST41966919,1,700,0.3,210
CUST81712475,CUST17871991,1,700,0.3,210
CUST22385004,CUST41966919,1,699,0.3,209.7
EXTERNAL117326,CUST51794708,1,699,0.3,209.7
CUST82313253,CUST87779877,1,697,0.3,209.1
CUST85622544,CUST81079233,1,697,0.3,209.1
CUST75213349,CUST41985264,1,696.5,0.3,208.95
CUST80816116,CUST28899102,1,696,0.3,208.8
EXTERNAL532648,CUST23501713,1,696,0.3,208.8
CUST91988709,CUST67094114,1,695,0.3,208.5
EXTERNAL509905,CUST69081517,1,694,0.3,208.2
EXTERNAL675203,CUST78803542,1,694,0.3,208.2
EXTERNAL790530,CUST22575999,1,694,0.3,208.2
CUST40400061,CUST12825907,1,693,0.3,207.9
CUST25862283,CUST37136321,1,692,0.3,207.6
EXTERNAL200966,CUST71109760,1,692,0.3,207.6
CUST15182071,CUST42999591,1,691,0.3,207.3
CUST83672431,CUST28411970,1,691,0.3,207.3
EXTERNAL527460,CUST19045186,1,690,0.3,207
CUST55408933,CUST50338284,1,689.5,0.3,206.85
CUST84912712,CUST54490370,1,689,0.3,206.7
CUST27179349,CUST30914972,1,686,0.3,205.8
CUST54570501,CUST21528956,1,684.5,0.3,205.35
EXTERNAL864289,CUST90346975,1,681,0.3,204.3
CUST83003383,CUST34314224,1,680,0.3,204
EXTERNAL858706,CUST37136321,1,680,0.3,204
CUST64139777,CUST87635633,1,679,0.3,203.7
CUST85233512,EXTERNAL964124,1,679,0.3,203.7
EXTERNAL889091,CUST28899102,1,677.5,0.3,203.25
CUST35475939,EXTERNAL185435,1,676.5,0.3,202.95
CUST70977942,EXTERNAL254415,4,675,1,675
CUST19424934,CUST94687811,1,674,0.3,202.2
EXTERNAL750991,CUST91199927,1,672,0.3,201.6
CUST96055925,CUST90227869,1,671.5,0.3,201.45
EXTERNAL673277,CUST28295610,1,670,0.3,201
CUST97117843,CUST90227869,1,669,0.3,200.7
EXTERNAL988045,CUST35875963,1,667,0.3,200.1
EXTERNAL788168,CUST77920458,1,664,0.3,199.2
CUST90895337,CUST38566003,1,663,0.3,198.9
CUST20147994,CUST24889770,1,662,0.3,198.6
CUST61295562,CUST60452458,1,662,0.3,198.6
EXTERNAL599493,CUST68297791,1,662,0.3,198.6
CUST11208995,CUST50338284,1,660,0.3,198
CUST80174234,EXTERNAL823888,1,660,1,660
CUST99163899,EXTERNAL239377,1,656,0.3,196.8
CUST22814971,CUST92872028,1,655,0.3,196.5
CUST54568606,CUST92872028,1,654.5,0.3,196.35
CUST67325366,CUST19764961,1,654.5,0.3,196.35
CUST43593924,CUST50338284,1,654,0.3,196.2
CUST50916723,CUST83124299,1,654,0.3,196.2
CUST85062155,EXTERNAL515619,1,653,0.3,195.9
EXTERNAL222389,CUST39813987,1,652,0.3,195.6
CUST77375158,EXTERNAL733654,1,650.5,0.3,195.15
CUST13115910,CUST48804147,1,650,0.3,195
CUST75511832,EXTERNAL315787,1,650,0.3,195
EXTERNAL200966,CUST62688511,1,650,0.3,195
EXTERNAL416061,CUST80429850,1,650,0.3,195
EXTERNAL960171,CUST72193210,1,648,0.3,194.4
CUST19791581,CUST54437938,1,646.5,0.3,193.95
CUST20368311,EXTERNAL359693,1,645,0.3,193.5
EXTERNAL854836,CUST75162978,1,644,0.3,193.2
CUST61849551,CUST71686100,1,642,0.3,192.6
CUST13567965,CUST37694200,1,640,0.3,192
CUST65438206,CUST31937466,1,640,0.3,192
CUST87779877,EXTERNAL864173,1,640,0.3,192
EXTERNAL781268,CUST31290969,1,640,0.3,192
CUST20096005,CUST90921813,1,638,0.3,191.4
EXTERNAL596720,CUST12586309,1,638,0.3,191.4
CUST11065072,EXTERNAL469568,1,636,0.3,190.8
EXTERNAL398014,CUST53185470,1,636,0.3,190.8
CUST92627394,CUST32283109,1,634.5,0.3,190.35
CUST77785075,CUST77650473,1,634,0.6,380.4
CUST72564221,CUST84769011,1,633,0.3,189.9
EXTERNAL688733,CUST92872028,1,630,0.3,189
CUST18945253,CUST92872028,1,629,0.3,188.7
EXTERNAL111407,CUST47437733,1,629,0.3,188.7
CUST69695896,EXTERNAL462083,1,628,0.3,188.4
CUST12611396,EXTERNAL578769,1,626.5,0.3,187.95
EXTERNAL554333,CUST75162978,1,625,0.3,187.5
CUST96561084,CUST24539383,1,622.5,0.3,186.75
EXTERNAL886864,CUST75162978,1,622,0.3,186.6
EXTERNAL702704,CUST67094114,1,621,0.3,186.3
CUST19791581,EXTERNAL500377,1,620.5,0.3,186.15
CUST47040003,CUST41274277,1,620.5,0.3,186.15
CUST28198614,EXTERNAL359693,1,620,0.3,186
EXTERNAL156018,CUST24474339,1,620,0.3,186
CUST23741571,CUST16387074,1,615,0.3,184.5
CUST99218151,CUST69307740,1,615,0.3,184.5
CUST28295610,CUST88755324,1,614.5,0.3,184.35
EXTERNAL316142,CUST38998449,1,610,0.3,183
CUST77650473,EXTERNAL973572,2,608,0.6,364.8
CUST86193577,EXTERNAL359693,1,608,0.3,182.4
EXTERNAL560888,CUST67094114,1,607.5,0.3,182.25
EXTERNAL691525,CUST50875210,1,607.5,0.3,182.25
CUST73217707,CUST88742195,1,606.5,0.3,181.95
EXTERNAL476883,CUST56743898,1,606.5,0.3,181.95
CUST11427953,CUST75162978,1,606,0.3,181.8
CUST50433174,CUST81654004,1,605.5,0.3,181.65
CUST57566467,CUST20442883,1,605.5,0.3,181.65
CUST44313894,CUST51794708,1,605,0.3,181.5
CUST49283099,EXTERNAL780867,1,605,0.3,181.5
EXTERNAL756234,CUST85893508,1,605,0.3,181.5
CUST27556028,CUST69837875,1,601,0.3,180.3
CUST61550231,CUST47437733,1,601,0.3,180.3
EXTERNAL988401,CUST53103922,1,601,0.3,180.3
CUST33059790,CUST18002290,1,600,1,600
EXTERNAL355548,CUST77650473,1,600,0.6,360
EXTERNAL388594,CUST21530272,1,600,0.3,180
EXTERNAL478768,CUST74327086,1,600,0.3,180
EXTERNAL731463,CUST94577407,1,600,0.3,180
CUST62878936,CUST21530272,1,597.5,0.3,179.25
CUST36053838,CUST28411970,1,597,0.3,179.1
EXTERNAL623894,CUST76399763,1,596,0.3,178.8
EXTERNAL311013,CUST38711842,1,593.5,0.3,178.05
CUST90691309,CUST93823788,1,592.5,0.3,177.75
EXTERNAL148169,CUST16194005,1,592.5,0.3,177.75
CUST76082816,CUST53118934,1,591,0.3,177.3
CUST82557257,EXTERNAL373224,1,590,0.3,177
CUST46020524,CUST69837875,1,587,0.3,176.1
EXTERNAL579089,CUST99931838,1,586.5,0.3,175.95
CUST80250243,CUST49987229,1,586,0.3,175.8
CUST99711782,CUST26958534,1,585,0.3,175.5
CUST62442374,EXTERNAL733654,1,584,0.3,175.2
CUST60849909,EXTERNAL366135,1,583.5,0.3,175.05
CUST54636272,EXTERNAL549644,1,582,0.3,174.6
EXTERNAL539416,CUST87004445,1,582,0.3,174.6
EXTERNAL759208,CUST29607910,1,582,0.3,174.6
EXTERNAL842893,CUST47469087,1,581,0.3,174.3
EXTERNAL232836,CUST12586309,1,580.5,0.3,174.15
CUST82983252,CUST32492795,1,580,0.3,174
CUST95850490,CUST87004445,1,580,0.3,174
EXTERNAL432077,CUST77920458,1,579.5,0.3,173.85
CUST36648463,CUST31203996,1,578.5,0.3,173.55
CUST89137381,EXTERNAL677037,1,578,0.3,173.4
EXTERNAL113708,CUST43422083,1,575,0.3,172.5
CUST45680058,CUST13567965,1,573.5,0.3,172.05
EXTERNAL683500,CUST46447625,1,572,0.3,171.6
EXTERNAL876978,CUST12825907,1,572,0.3,171.6
EXTERNAL887719,CUST36183285,1,572,0.3,171.6
CUST19233927,CUST99281574,1,570,0.3,171
CUST55332291,CUST92888820,1,570,0.3,171
CUST83785030,CUST32283109,1,569,0.3,170.7
CUST27663469,EXTERNAL688930,1,568.5,0.3,170.55
CUST22400846,CUST58130513,1,568,0.3,170.4
CUST71179858,CUST37694200,1,567,0.3,170.1
CUST74098254,CUST90480699,1,566.5,0.3,169.95
CUST82764700,CUST89733037,1,566,0.3,169.8
CUST24401026,EXTERNAL439731,1,565,0.3,169.5
EXTERNAL818129,CUST38711842,1,565,0.3,169.5
CUST15915789,EXTERNAL688930,1,564,0.3,169.2
CUST95649366,EXTERNAL646318,1,564,0.3,169.2
CUST19045186,CUST92988912,1,562,0.3,168.6
CUST29516656,CUST98262263,1,561.5,0.3,168.45
CUST24889770,CUST90382050,1,560,0.3,168
CUST73647827,CUST26958534,1,560,0.3,168
CUST70977942,CUST18385502,1,559.5,1,559.5
CUST55533778,CUST11025700,1,558,0.3,167.4
EXTERNAL498881,CUST38711842,1,558,0.3,167.4
CUST19775454,CUST19357994,1,556,0.3,166.8
CUST70891851,EXTERNAL677037,1,554,0.3,166.2
EXTERNAL540226,CUST62850658,1,553.5,0.3,166.05
CUST33235910,CUST80174234,1,551.5,1,551.5
EXTERNAL142921,CUST32283109,1,550,0.3,165
EXTERNAL439640,CUST75162978,1,550,0.3,165
CUST78689953,CUST31290969,1,549,0.3,164.7
CUST67325366,CUST11025700,1,548,0.3,164.4
EXTERNAL458544,CUST19045186,1,546,0.3,163.8
CUST25089918,CUST47437733,1,545,0.3,163.5
EXTERNAL198222,CUST89312065,1,545,0.3,163.5
EXTERNAL728358,CUST75162978,1,545,0.3,163.5
CUST47878176,CUST99654164,1,542.5,0.3,162.75
CUST25216525,EXTERNAL185435,1,542,0.3,162.6
CUST26372737,CUST35475939,1,540.5,0.3,162.15
CUST18854236,CUST11025700,1,540,0.3,162
EXTERNAL374192,CUST82921884,1,540,0.3,162
EXTERNAL455917,CUST54437938,1,540,0.3,162
CUST37405890,CUST11025700,1,539,0.3,161.7
CUST76138501,CUST28899102,1,538,0.3,161.4
CUST23671542,CUST45674350,1,537.5,1,537.5
EXTERNAL346978,CUST34756871,1,536,0.3,160.8
CUST52512527,EXTERNAL783336,1,535.5,0.3,160.65
EXTERNAL965034,CUST38566003,1,535.5,0.3,160.65
CUST80344556,CUST41966919,1,535,0.3,160.5
CUST17818185,EXTERNAL646579,1,533.5,0.3,160.05
CUST70009680,CUST56743898,1,530,0.3,159
CUST73707963,CUST75162978,1,530,0.6,318
CUST80034383,CUST77920458,1,530,0.3,159
CUST19045186,CUST17796980,1,528.5,0.3,158.55
EXTERNAL551443,CUST73707963,1,528.5,0.6,317.1
CUST69534474,CUST98262263,1,528,0.3,158.4
CUST89180016,CUST47437733,1,526,0.3,157.8
CUST90497271,CUST21530272,1,524,0.3,157.2
EXTERNAL662669,CUST75162978,1,522.5,0.3,156.75
CUST89385042,CUST28899102,1,520,0.3,156
CUST98186122,EXTERNAL733654,1,518,0.3,155.4
EXTERNAL382043,CUST35850267,1,518,0.3,155.4
CUST69355328,CUST12910352,1,517,0.3,155.1
CUST32417932,CUST12825907,1,516,0.3,154.8
EXTERNAL613274,CUST26141961,1,516,0.3,154.8
EXTERNAL766759,CUST88436666,1,515,0.3,154.5
EXTERNAL806783,CUST53118934,1,513,0.3,153.9
CUST40522575,CUST47035199,1,512.5,0.3,153.75
CUST18221983,EXTERNAL239377,1,512,0.3,153.6
CUST51140769,EXTERNAL429002,1,512,0.3,153.6
CUST52310666,CUST13567965,1,512,0.3,153.6
EXTERNAL369882,CUST88755324,1,512,0.3,153.6
EXTERNAL471804,CUST51794708,1,512,0.3,153.6
CUST43122813,CUST42999591,1,510,0.3,153
EXTERNAL374192,CUST15503361,1,510,0.3,153
CUST34208206,EXTERNAL235410,1,509,0.3,152.7
CUST35581968,EXTERNAL964124,1,509,0.3,152.7
EXTERNAL915741,CUST67882150,1,508,0.3,152.4
CUST70902556,CUST48227096,1,507.5,0.3,152.25
CUST32349877,CUST19913725,1,506,0.3,151.8
EXTERNAL502552,CUST38922213,1,506,0.3,151.8
EXTERNAL316517,CUST28125890,1,505,0.3,151.5
EXTERNAL624853,CUST97452978,1,504,0.3,151.2
EXTERNAL903023,CUST54938421,1,504,0.3,151.2
CUST82144244,CUST89312065,1,503,0.3,150.9
EXTERNAL916174,CUST69473096,1,503,0.3,150.9
EXTERNAL142880,CUST21530272,1,502.5,0.3,150.75
CUST90001364,CUST28899102,1,501,0.3,150.3
CUST14216108,CUST75162978,1,500.5,0.3,150.15
EXTERNAL365238,CUST83256896,1,500,0.3,150
EXTERNAL587062,CUST47437733,1,500,0.3,150
EXTERNAL899180,CUST31652369,1,500,0.3,150
CUST29599066,CUST71949332,1,498,0.3,149.4
CUST67174850,CUST31290969,1,497,0.3,149.1
CUST57212625,EXTERNAL641390,1,496,0.3,148.8
CUST90724349,CUST67882150,1,495,0.3,148.5
EXTERNAL402128,CUST13316799,1,495,0.3,148.5
EXTERNAL602222,CUST30904591,1,495,0.3,148.5
CUST15613784,CUST89137381,1,494.5,0.3,148.35
EXTERNAL377659,CUST75162978,1,494.5,0.3,148.35
CUST28612234,CUST73457399,1,494,0.3,148.2
EXTERNAL106313,CUST46447625,1,493.5,0.3,148.05
CUST52017896,CUST49112623,1,493,0.3,147.9
CUST91724868,EXTERNAL235410,1,491.5,0.3,147.45
EXTERNAL268478,CUST38998449,1,491.5,0.3,147.45
CUST34749969,EXTERNAL268698,1,490,0.3,147
CUST40711059,CUST57212625,1,490,0.3,147
CUST70977942,CUST82367455,1,490,1,490
CUST20756023,CUST19913725,1,488.5,0.3,146.55
CUST21722020,CUST94687811,1,488,0.3,146.4
CUST94452264,CUST75162978,1,487,0.3,146.1
CUST36695430,CUST77188529,1,486.5,0.3,145.95
CUST54409696,CUST49547303,1,486.5,0.3,145.95
EXTERNAL114379,CUST53103922,1,484,0.3,145.2
CUST43450652,CUST76399763,1,482,0.3,144.6
CUST16186062,EXTERNAL303366,1,480.5,0.3,144.15
CUST48004808,CUST38566003,1,480,0.3,144
EXTERNAL395957,CUST24564765,1,480,0.3,144
EXTERNAL904739,CUST93669479,1,479.5,0.3,143.85
CUST28295610,EXTERNAL251130,1,477,0.3,143.1
CUST19357994,EXTERNAL846771,1,473,0.3,141.9
CUST19791581,CUST76399763,1,473,0.3,141.9
CUST51382572,CUST38711842,1,472,0.3,141.6
CUST54409696,CUST44605894,1,471.5,0.3,141.45
CUST13776027,EXTERNAL656875,1,470,0.3,141
CUST23380490,CUST97452978,1,470,0.3,141
CUST55738775,CUST14421422,1,470,0.3,141
EXTERNAL949385,CUST99775407,1,470,0.3,141
CUST44605894,CUST99775407,1,469,0.3,140.7
EXTERNAL180938,CUST74327086,1,468.5,0.3,140.55
EXTERNAL336293,CUST69473096,1,467,0.3,140.1
EXTERNAL107886,CUST94687811,1,465,0.3,139.5
EXTERNAL491606,CUST28125890,1,465,0.3,139.5
EXTERNAL825498,CUST47110564,1,463.5,0.3,139.05
CUST47762032,CUST79801194,1,463,0.3,138.9
CUST60397178,CUST38966266,1,462.5,0.3,138.75
CUST46782939,EXTERNAL646579,1,461,0.3,138.3
CUST17513706,CUST75429953,1,460,0.3,138
CUST89161657,EXTERNAL534167,1,460,0.3,138
EXTERNAL521939,CUST68297791,1,460,0.3,138
CUST21338264,EXTERNAL666210,1,459,0.3,137.7
EXTERNAL318116,CUST90227869,1,458.5,0.3,137.55
CUST62525884,CUST39216311,1,457,0.3,137.1
CUST81199024,CUST39813987,1,456.5,0.3,136.95
EXTERNAL447678,CUST39648535,1,456,0.3,136.8
CUST58119686,CUST57853649,1,455.5,0.3,136.65
CUST78190945,CUST80923417,1,455,0.3,136.5
CUST21450478,CUST97452978,1,454.5,0.3,136.35
CUST13316799,CUST28913564,1,454,0.3,136.2
EXTERNAL529005,CUST12586309,1,454,0.3,136.2
EXTERNAL836715,CUST48804147,1,454,0.3,136.2
CUST82108688,CUST28125890,1,453,0.3,135.9
EXTERNAL222436,CUST60309652,1,452.5,0.3,135.75
EXTERNAL825610,CUST19913725,1,451,0.3,135.3
CUST62781334,CUST28564744,1,448,0.3,134.4
EXTERNAL316328,CUST41985264,1,448,0.3,134.4
EXTERNAL392716,CUST68297791,1,448,0.3,134.4
CUST75429953,EXTERNAL195770,1,445.5,0.3,133.65
EXTERNAL629657,CUST47761322,1,445,0.3,133.5
CUST41852582,CUST28564744,1,444,0.3,133.2
CUST70832486,EXTERNAL710460,1,443.5,0.3,133.05
CUST73457399,EXTERNAL766759,1,442,0.3,132.6
CUST75717553,CUST70236467,1,442,0.3,132.6
EXTERNAL892564,CUST12586309,1,442,0.3,132.6
CUST76737479,CUST44498716,1,441.5,0.3,132.45
CUST84961530,EXTERNAL178145,1,440.5,0.3,132.15
CUST23142428,CUST98184225,1,440,0.3,132
CUST45674350,CUST19913725,1,438,1,438
EXTERNAL354826,CUST12910352,1,438,0.3,131.4
CUST33717098,EXTERNAL846771,1,437,0.3,131.1
EXTERNAL391448,CUST21436537,1,435,0.3,130.5
CUST28316951,CUST61292060,1,434,0.3,130.2
EXTERNAL277744,CUST31290969,1,431.5,0.3,129.45
EXTERNAL994751,CUST75162978,1,431,0.3,129.3
EXTERNAL637210,CUST86587232,1,430.5,0.3,129.15
CUST17812994,CUST92872028,1,430,0.3,129
CUST87184790,CUST74327086,1,430,0.3,129
EXTERNAL200776,CUST44498716,1,430,0.3,129
EXTERNAL242826,CUST38711842,1,430,0.3,129
EXTERNAL617245,CUST38998449,1,427,0.3,128.1
CUST33109762,EXTERNAL659042,1,426,0.3,127.8
CUST44605894,CUST97452978,1,425.5,0.3,127.65
CUST77679661,CUST16194005,1,425,0.3,127.5
EXTERNAL733937,CUST14421422,1,425,0.3,127.5
EXTERNAL930954,CUST82059495,1,424,0.3,127.2
CUST67514657,CUST82059495,1,422,0.3,126.6
EXTERNAL474492,CUST31203996,1,422,0.3,126.6
CUST23971533,CUST28984415,1,420,0.3,126
CUST75429953,CUST61709557,1,420,0.3,126
EXTERNAL199290,CUST89312065,1,418,0.3,125.4
CUST83633235,EXTERNAL487415,1,417,0.3,125.1
CUST99774645,CUST13316799,1,416,0.3,124.8
CUST19394916,CUST87779877,1,415,0.3,124.5
CUST75429953,CUST85119575,1,415,0.3,124.5
CUST84962449,CUST17871991,1,414.5,0.3,124.35
EXTERNAL262412,CUST94577407,1,414,0.3,124.2
CUST58361628,CUST44348689,1,412,0.3,123.6
CUST82072417,CUST44348689,1,411,0.3,123.3
EXTERNAL715836,CUST12586309,1,410,0.3,123
EXTERNAL424750,CUST28564744,1,408,0.3,122.4
CUST91035194,CUST12586309,1,407,0.3,122.1
EXTERNAL996791,CUST99931838,1,407,0.3,122.1
CUST32309453,CUST21530272,1,405.5,0.3,121.65
CUST40748487,CUST38711842,1,405.5,0.3,121.65
CUST99889838,CUST91199927,1,405,0.3,121.5
EXTERNAL831482,CUST55005800,1,404.5,0.3,121.35
CUST72503456,CUST66959416,1,404,0.3,121.2
CUST90734534,EXTERNAL801218,1,404,0.3,121.2
EXTERNAL681605,CUST38711842,1,404,0.3,121.2
EXTERNAL722729,CUST99775407,1,404,0.3,121.2
EXTERNAL123905,CUST77920458,1,403.5,0.3,121.05
EXTERNAL423181,CUST88355131,1,403,0.3,120.9
CUST24300462,CUST97452978,1,402,0.3,120.6
CUST60397178,CUST64222586,1,402,0.3,120.6
CUST31700669,CUST53185470,1,401,0.3,120.3
CUST87145435,CUST19913725,1,401,0.3,120.3
CUST16005122,CUST34502455,1,400,0.3,120
CUST31369552,CUST97452978,1,400,0.3,120
CUST44922017,CUST98262263,1,400,0.3,120
CUST58869098,CUST19913725,1,400,0.3,120
CUST75429953,CUST29510428,1,400,0.3,120
EXTERNAL429979,CUST71949332,1,400,0.3,120
CUST54173545,CUST76493457,1,398,0.3,119.4
EXTERNAL190146,CUST32283109,1,398,0.3,119.4
CUST77650473,CUST32492795,1,396.5,0.6,237.9
CUST55380756,CUST28295610,1,396,0.3,118.8
EXTERNAL925297,CUST83823297,1,395.5,0.3,118.65
